ID,Category,Name,Method,MethodArgument,RegistryPath,RegistryItem,ClassName,Namespace,Property,DefaultValue,RecommendedValue,Operator,Severity,UIX Impact,Use,Mode,Intro,Link for more infos,Tags,Consequences ,Advice,Notes,Comment,Possible values,OS,
1900,Microsoft Defender Exploit Guard,Attack Surface Reduction rules,Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR,ExploitGuard_ASR_Rules,,,,0,1,=,Medium,0,0,Basic,Set the state for each Attack Surface Reduction (ASR) rule.,https://admx.help/?Category=Windows_10_2016&Policy=Microsoft.Policies.WindowsDefender::ExploitGuard_ASR_Rules,Defender ; ASR,,,,,Number : 1 (Enable);0 (Disable),"At least Windows Server, Windows 10 Version 1709",
1901,Microsoft Defender Exploit Guard,ASR: Block executable content from email client and webmail (Policy),Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules,be9ba2d9-53ea-4cdc-84e5-9b1eeee46550,,,,0,1,=,Medium,0,1,Basic,"This rule blocks the following file types from launching from email opened within the Microsoft Outlook application, or Outlook.com and other popular webmail providers:  -> Executable files (such as .exe, .dll, or .scr) ->Script files (such as a PowerShell .ps, Visual Basic .vbs, or JavaScript .js file)",https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide,Defender ; Email,,"The rule Block executable content from email client and webmail has the following alternative descriptions, depending on which application you use:  Intune (Configuration Profiles): Execution of executable content (exe, dll, ps, js, vbs, etc.) dropped from email (webmail/mail client) (no exceptions). Endpoint Manager: Block executable content download from email and webmail clients. Group Policy: Block executable content from email client and webmail.",-> Enable : Enable the ASR rule -> AuditMode : Evaluate how the ASR rule would impact your org if enabled -> Warn : Enable the ASR rule but Allow the end user to bypass the block -> Disabled : Disable the rule,,String : Enabled ; AuditMode ; Warn ; Disabled,Windows 10 ; Windows Server,
1902,Microsoft Defender Exploit Guard,ASR: Block Office applications from creating child processes (Policy),Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules,d4f940ab-401b-4efc-aadc-ad5f3c50688a,,,,0,1,=,Medium,0,0,Basic,"This rule prevents Outlook from creating child processes, while still allowing legitimate Outlook functions. <br/>This rule protects against social engineering attacks and prevents exploiting code from abusing vulnerabilities in Outlook. It also protects against Outlook rules and forms exploits that attackers can use when a user's credentials are compromised.",https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide,Defender ; Office ; Process ; Outlook,,,-> Enable : Enable the ASR rule -> AuditMode : Evaluate how the ASR rule would impact your org if enabled -> Warn : Enable the ASR rule but Allow the end user to bypass the block -> Disabled : Disable the rule,,String : Enabled ; AuditMode ; Warn ; Disabled,Windows 10 ; Windows Server,
1903,Microsoft Defender Exploit Guard,ASR: Block Office applications from creating executable content (Policy),Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules,3b576869-a4ec-4529-8536-b80a7769e899,,,,0,1,=,Medium,0,1,Basic,"This rule prevents Office apps, including Word, Excel, and PowerPoint, from creating potentially malicious executable content, by blocking malicious code from being written to disk.",https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide,Defender ; Office ; Executable,,,-> Enable : Enable the ASR rule -> AuditMode : Evaluate how the ASR rule would impact your org if enabled -> Warn : Enable the ASR rule but Allow the end user to bypass the block -> Disabled : Disable the rule,,String : Enabled ; AuditMode ; Warn ; Disabled,Windows 10 ; Windows Server,
1904,Microsoft Defender Exploit Guard,ASR: Block Office applications from injecting into other processes (Policy),Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules,75668c1f-73b5-4cf0-bb93-3ecf5cb7cc84,,,,0,1,=,Medium,0,0,Basic,"This rule blocks code injection attempts from Office apps into other processes. <br/>Attackers might attempt to use Office apps to migrate malicious code into other processes through code injection, so the code can masquerade as a clean process.<br/> There are no known legitimate business purposes for using code injection. This rule applies to Word, Excel, and PowerPoint.",https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide,Defender ; Office ; Inject,,,-> Enable : Enable the ASR rule -> AuditMode : Evaluate how the ASR rule would impact your org if enabled -> Warn : Enable the ASR rule but Allow the end user to bypass the block -> Disabled : Disable the rule,,String : Enabled ; AuditMode ; Warn ; Disabled,Windows 10 ; Windows Server,
1905,Microsoft Defender Exploit Guard,ASR: Impede JavaScript and VBScript to launch executables (Policy),Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules,d3e037e1-3eb8-44c8-a917-57927947596d,,,,0,1,=,Medium,0,1,Basic,This rule prevents scripts from launching potentially malicious downloaded content. Malware written in JavaScript or VBScript often acts as a downloader to fetch and launch other malware from the Internet.,https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide,Defender ; Javascript ; VBScript,,,-> Enable : Enable the ASR rule -> AuditMode : Evaluate how the ASR rule would impact your org if enabled -> Warn : Enable the ASR rule but Allow the end user to bypass the block -> Disabled : Disable the rule,,String : Enabled ; AuditMode ; Warn ; Disabled,Windows 10 ; Windows Server,
1906,Microsoft Defender Exploit Guard,ASR: Block execution of potentially obfuscated scripts (Policy),Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules,5beb7efe-fd9a-4556-801d-275e5ffc04cc,,,,0,1,=,Medium,0,0,Basic,"This rule detects suspicious properties within an obfuscated script. <br/>Script obfuscation is a common technique that both malware authors and legitimate applications use to hide intellectual property or decrease script loading times. <br/>Malware authors also use obfuscation to make malicious code harder to read, which prevents close scrutiny by humans and security software.",https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide,Defender ; Script ; Obfuscated,,,-> Enable : Enable the ASR rule -> AuditMode : Evaluate how the ASR rule would impact your org if enabled -> Warn : Enable the ASR rule but Allow the end user to bypass the block -> Disabled : Disable the rule,,String : Enabled ; AuditMode ; Warn ; Disabled,Windows 10 ; Windows Server,
1907,Microsoft Defender Exploit Guard,ASR: Block Win32 imports from Macro code in Office (Policy),Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules,92e97fa1-2edf-4476-bdd6-9dd0b4dddc7b,,,,0,1,=,Medium,0,0,Basic,"This rule prevents VBA macros from calling Win32 APIs. <br/>Office VBA enables Win32 API calls. Malware can abuse this capability, such as calling Win32 APIs to launch malicious shellcode without writing anything directly to disk. <br/>Most organizations don't rely on the ability to call Win32 APIs in their day-to-day functioning, even if they use macros in other ways.",https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide,Defender ; Office ; Win32 ; Macro,,,-> Enable : Enable the ASR rule -> AuditMode : Evaluate how the ASR rule would impact your org if enabled -> Warn : Enable the ASR rule but Allow the end user to bypass the block -> Disabled : Disable the rule,,String : Enabled ; AuditMode ; Warn ; Disabled,Windows 10 ; Windows Server,
1908,Microsoft Defender Exploit Guard,"ASR: Block executable files from running unless they meet a prevalence, age, or trusted list criteria (Policy)",Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules,01443614-cd74-433a-b99e-2ecdc07bfc25,,,,0,1,=,Medium,0,0,Basic,"This rule blocks executable files, such as .exe, .dll, or .scr, from launching unless any of the following conditions are met:  -> Prevalence: The executable files are found on more than 1,000 endpoints -> Age: The executable files were released more than 24 hours ago -> Location: The executable files are included in a trusted list or an exclusion list Launching untrusted or unknown executable files can be risky, as it might not be initially clear if the files are malicious.",https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide,Defender ; Executable ; Criterias,,,-> Enable : Enable the ASR rule -> AuditMode : Evaluate how the ASR rule would impact your org if enabled -> Warn : Enable the ASR rule but Allow the end user to bypass the block -> Disabled : Disable the rule,,String : Enabled ; AuditMode ; Warn ; Disabled,Windows 10 ; Windows Server,
1909,Microsoft Defender Exploit Guard,ASR: Use advanced protection against ransomware (Policy),Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules,c1db55ab-c21a-4637-bb3f-a12568109d35,,,,0,1,=,Medium,0,0,Basic,This rule provides an extra layer of protection against ransomware. It uses both client and cloud heuristics to determine whether a file resembles ransomware. This rule does not block files that have one or more of the following characteristics: → The file has already been found to be unharmful in the Microsoft cloud. -> The file is a valid signed file. -> The file is prevalent enough to not be considered as ransomware.,https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide,Defender ; Ransomware,,,-> Enable : Enable the ASR rule -> AuditMode : Evaluate how the ASR rule would impact your org if enabled -> Warn : Enable the ASR rule but Allow the end user to bypass the block -> Disabled : Disable the rule,,String : Enabled ; AuditMode ; Warn ; Disabled,Windows 10 ; Windows Server,
1910,Microsoft Defender Exploit Guard,ASR: Block credential stealing from the Windows local security authority subsystem (lsass.exe) (Policy),Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules,9e6c4e1f-7d60-472f-ba1a-a39ef669e4b2,,,,0,1,=,Medium,0,1,Basic,"This rule helps prevent credential stealing by locking down Local Security Authority Subsystem Service (LSASS). LSASS authenticates users who sign in on a Windows computer. <br/>Microsoft Defender Credential Guard in Windows 10 normally prevents attempts to extract credentials from LSASS. <br/>However, some organizations can't enable Credential Guard on all of their computers because of compatibility issues with custom smartcard drivers or other programs that load into the Local Security Authority (LSA). In these cases, attackers can use hack tools like Mimikatz to scrape cleartext passwords and NTLM hashes from LSASS.",https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide,Defender ; Credential,,,-> Enable : Enable the ASR rule -> AuditMode : Evaluate how the ASR rule would impact your org if enabled -> Warn : Enable the ASR rule but Allow the end user to bypass the block -> Disabled : Disable the rule,,String : Enabled ; AuditMode ; Warn ; Disabled,Windows 10 ; Windows Server,
1911,Microsoft Defender Exploit Guard,ASR: Block process creations originating from PSExec and WMI commands (Policy),Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules,d1e49aac-8f56-4280-b9ba-993a6d77406c,,,,0,1,=,Medium,0,0,Basic,"This rule blocks processes created through PsExec and WMI from running. Both PsExec and WMI can remotely execute code, so there is a risk of malware abusing this functionality for command and control purposes, or to spread an infection throughout an organization's network.",https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide,Defender ; WMI ; PSExec,,,-> Enable : Enable the ASR rule -> AuditMode : Evaluate how the ASR rule would impact your org if enabled -> Warn : Enable the ASR rule but Allow the end user to bypass the block -> Disabled : Disable the rule,,String : Enabled ; AuditMode ; Warn ; Disabled,At least Windows 10 1803 ; Windows Server,
1912,Microsoft Defender Exploit Guard,ASR: Block untrusted and unsigned processes that run from USB (Policy),Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules,b2b3f03d-6a65-4f7b-a9c7-1c7ef74a9ba4,,,,0,1,=,Medium,0,1,Basic,"With this rule, admins can prevent unsigned or untrusted executable files from running from USB removable drives, including SD cards. Blocked file types include executable files (such as .exe, .dll, or .scr)",https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide,Defender ; USB ; Process,,,-> Enable : Enable the ASR rule -> AuditMode : Evaluate how the ASR rule would impact your org if enabled -> Warn : Enable the ASR rule but Allow the end user to bypass the block -> Disabled : Disable the rule,,String : Enabled ; AuditMode ; Warn ; Disabled,Windows 10 ; Windows Server,
1913,Microsoft Defender Exploit Guard,ASR: Block Office communication applications from creating child processes (Policy),Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules,26190899-1602-49e8-8b27-eb1d0a1ce869,,,,0,1,=,Medium,0,0,Basic,"This rule prevents Outlook from creating child processes, while still allowing legitimate Outlook functions. <br/>This rule protects against social engineering attacks and prevents exploiting code from abusing vulnerabilities in Outlook. It also protects against Outlook rules and forms exploits that attackers can use when a user's credentials are compromised.",https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide,Defender ; Office,,,-> Enable : Enable the ASR rule -> AuditMode : Evaluate how the ASR rule would impact your org if enabled -> Warn : Enable the ASR rule but Allow the end user to bypass the block -> Disabled : Disable the rule,,String : Enabled ; AuditMode ; Warn ; Disabled,Windows 10 ; Windows Server,
1914,Microsoft Defender Exploit Guard,ASR: Block Adobe Reader from creating child processes (Policy),Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules,7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,,,,0,1,=,Medium,0,1,Basic,"This rule prevents attacks by blocking Adobe Reader from creating processes.  Through social engineering or exploits, malware can download and launch payloads, and break out of Adobe Reader. By blocking child processes from being generated by Adobe Reader, malware attempting to use it as a vector are prevented from spreading.",https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide,Defender ; Adobe ; Process,,,-> Enable : Enable the ASR rule -> AuditMode : Evaluate how the ASR rule would impact your org if enabled -> Warn : Enable the ASR rule but Allow the end user to bypass the block -> Disabled : Disable the rule,,String : Enabled ; AuditMode ; Warn ; Disabled,Windows 10 ; Windows Server,
1915,Microsoft Defender Exploit Guard,ASR: Block persistence through WMI event subscription (Policy),Registry,,HKLM:\Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\rules,e6db77e5-3df2-4cf1-b95a-636979351e5b,,,,0,1,=,Medium,0,0,Basic,"This rule prevents malware from abusing WMI to attain persistence on a device. Fileless threats employ various tactics to stay hidden, to avoid being seen in the file system, and to gain periodic execution control. Some threats can abuse the WMI repository and event model to stay hidden.",https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide,Defender ; WMI,,,-> Enable : Enable the ASR rule -> AuditMode : Evaluate how the ASR rule would impact your org if enabled -> Warn : Enable the ASR rule but Allow the end user to bypass the block -> Disabled : Disable the rule,,String : Enabled ; AuditMode ; Warn ; Disabled,Windows 10 ; Windows Server,
1916,Microsoft Defender Exploit Guard,ASR: Block executable content from email client and webmail,MpPreferenceAsr,be9ba2d9-53ea-4cdc-84e5-9b1eeee46550,,,,,,0,1,=,Medium,,0,Basic,"This rule blocks the following file types from launching from email opened within the Microsoft Outlook application, or Outlook.com and other popular webmail providers:  -> Executable files (such as .exe, .dll, or .scr) ->Script files (such as a PowerShell .ps, Visual Basic .vbs, or JavaScript .js file)",https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide,Defender ; Email,,,-> Enable : Enable the ASR rule -> AuditMode : Evaluate how the ASR rule would impact your org if enabled -> Warn : Enable the ASR rule but Allow the end user to bypass the block -> Disabled : Disable the rule,Add-MpPreference -AttackSurfaceReductionRules_Ids <Rule ID> -AttackSurfaceReductionRules_Actions Block Enabled,String : Enabled ; AuditMode ; Warn ; Disabled,Windows 10 ; Windows Server,
1917,Microsoft Defender Exploit Guard,ASR: Block Office applications from creating child processes,MpPreferenceAsr,d4f940ab-401b-4efc-aadc-ad5f3c50688a,,,,,,0,1,=,Medium,,1,Basic,"This rule prevents Outlook from creating child processes, while still allowing legitimate Outlook functions. <br/>This rule protects against social engineering attacks and prevents exploiting code from abusing vulnerabilities in Outlook. It also protects against Outlook rules and forms exploits that attackers can use when a user's credentials are compromised.",https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide,Defender ; Office ; Process,,,-> Enable : Enable the ASR rule -> AuditMode : Evaluate how the ASR rule would impact your org if enabled -> Warn : Enable the ASR rule but Allow the end user to bypass the block -> Disabled : Disable the rule,Add-MpPreference -AttackSurfaceReductionRules_Ids <Rule ID> -AttackSurfaceReductionRules_Actions Block Enabled,String : Enabled ; AuditMode ; Warn ; Disabled,Windows 10 ; Windows Server,
1918,Microsoft Defender Exploit Guard,ASR: Block Office applications from creating executable content,MpPreferenceAsr,3b576869-a4ec-4529-8536-b80a7769e899,,,,,,0,1,=,Medium,,0,Basic,"This rule prevents Office apps, including Word, Excel, and PowerPoint, from creating potentially malicious executable content, by blocking malicious code from being written to disk.",https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide,Defender ; Office ; Executable,,,-> Enable : Enable the ASR rule -> AuditMode : Evaluate how the ASR rule would impact your org if enabled -> Warn : Enable the ASR rule but Allow the end user to bypass the block -> Disabled : Disable the rule,Add-MpPreference -AttackSurfaceReductionRules_Ids <Rule ID> -AttackSurfaceReductionRules_Actions Block Enabled,String : Enabled ; AuditMode ; Warn ; Disabled,Windows 10 ; Windows Server,
1919,Microsoft Defender Exploit Guard,ASR: Block Office applications from injecting into other processes,MpPreferenceAsr,75668c1f-73b5-4cf0-bb93-3ecf5cb7cc84,,,,,,0,1,=,Medium,,1,Basic,"This rule blocks code injection attempts from Office apps into other processes. <br/>Attackers might attempt to use Office apps to migrate malicious code into other processes through code injection, so the code can masquerade as a clean process.<br/> There are no known legitimate business purposes for using code injection. This rule applies to Word, Excel, and PowerPoint.",https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide,Defender ; Office ; Inject,,,-> Enable : Enable the ASR rule -> AuditMode : Evaluate how the ASR rule would impact your org if enabled -> Warn : Enable the ASR rule but Allow the end user to bypass the block -> Disabled : Disable the rule,Add-MpPreference -AttackSurfaceReductionRules_Ids <Rule ID> -AttackSurfaceReductionRules_Actions Block Enabled,String : Enabled ; AuditMode ; Warn ; Disabled,Windows 10 ; Windows Server,
1920,Microsoft Defender Exploit Guard,ASR: Impede JavaScript and VBScript to launch executables,MpPreferenceAsr,d3e037e1-3eb8-44c8-a917-57927947596d,,,,,,0,1,=,Medium,,0,Basic,This rule prevents scripts from launching potentially malicious downloaded content. Malware written in JavaScript or VBScript often acts as a downloader to fetch and launch other malware from the Internet.,https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide,Defender ; Javascript ; VBScript,,,-> Enable : Enable the ASR rule -> AuditMode : Evaluate how the ASR rule would impact your org if enabled -> Warn : Enable the ASR rule but Allow the end user to bypass the block -> Disabled : Disable the rule,Add-MpPreference -AttackSurfaceReductionRules_Ids <Rule ID> -AttackSurfaceReductionRules_Actions Block Enabled,String : Enabled ; AuditMode ; Warn ; Disabled,Windows 10 ; Windows Server,
1921,Microsoft Defender Exploit Guard,ASR: Block execution of potentially obfuscated scripts,MpPreferenceAsr,5beb7efe-fd9a-4556-801d-275e5ffc04cc,,,,,,0,1,=,Medium,,1,Basic,"This rule detects suspicious properties within an obfuscated script. <br/>Script obfuscation is a common technique that both malware authors and legitimate applications use to hide intellectual property or decrease script loading times. <br/>Malware authors also use obfuscation to make malicious code harder to read, which prevents close scrutiny by humans and security software.",https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide,Defender ; Script ; Obfuscated,,,-> Enable : Enable the ASR rule -> AuditMode : Evaluate how the ASR rule would impact your org if enabled -> Warn : Enable the ASR rule but Allow the end user to bypass the block -> Disabled : Disable the rule,Add-MpPreference -AttackSurfaceReductionRules_Ids <Rule ID> -AttackSurfaceReductionRules_Actions Block Enabled,String : Enabled ; AuditMode ; Warn ; Disabled,Windows 10 ; Windows Server,
1922,Microsoft Defender Exploit Guard,ASR: Block Win32 imports from Macro code in Office,MpPreferenceAsr,92e97fa1-2edf-4476-bdd6-9dd0b4dddc7b,,,,,,0,1,=,Medium,,0,Basic,"This rule prevents VBA macros from calling Win32 APIs. <br/>Office VBA enables Win32 API calls. Malware can abuse this capability, such as calling Win32 APIs to launch malicious shellcode without writing anything directly to disk. <br/>Most organizations don't rely on the ability to call Win32 APIs in their day-to-day functioning, even if they use macros in other ways.",https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide,Defender ; Office ; Win32 ; Macro,,,-> Enable : Enable the ASR rule -> AuditMode : Evaluate how the ASR rule would impact your org if enabled -> Warn : Enable the ASR rule but Allow the end user to bypass the block -> Disabled : Disable the rule,Add-MpPreference -AttackSurfaceReductionRules_Ids <Rule ID> -AttackSurfaceReductionRules_Actions Block Enabled,String : Enabled ; AuditMode ; Warn ; Disabled,Windows 10 ; Windows Server,
1923,Microsoft Defender Exploit Guard,"ASR: Block executable files from running unless they meet a prevalence, age, or trusted list criteria",MpPreferenceAsr,01443614-cd74-433a-b99e-2ecdc07bfc25,,,,,,0,1,=,Medium,,0,Basic,"This rule blocks executable files, such as .exe, .dll, or .scr, from launching unless any of the following conditions are met:  -> Prevalence: The executable files are found on more than 1,000 endpoints -> Age: The executable files were released more than 24 hours ago -> Location: The executable files are included in a trusted list or an exclusion list Launching untrusted or unknown executable files can be risky, as it might not be initially clear if the files are malicious.",https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide,Defender ; Executable ; Criterias,,,-> Enable : Enable the ASR rule -> AuditMode : Evaluate how the ASR rule would impact your org if enabled -> Warn : Enable the ASR rule but Allow the end user to bypass the block -> Disabled : Disable the rule,Add-MpPreference -AttackSurfaceReductionRules_Ids <Rule ID> -AttackSurfaceReductionRules_Actions Block Enabled,String : Enabled ; AuditMode ; Warn ; Disabled,Windows 10 ; Windows Server,
1924,Microsoft Defender Exploit Guard,ASR: Use advanced protection against ransomware,MpPreferenceAsr,c1db55ab-c21a-4637-bb3f-a12568109d35,,,,,,0,1,=,Medium,,0,Basic,This rule provides an extra layer of protection against ransomware. It uses both client and cloud heuristics to determine whether a file resembles ransomware. This rule does not block files that have one or more of the following characteristics: → The file has already been found to be unharmful in the Microsoft cloud. -> The file is a valid signed file. -> The file is prevalent enough to not be considered as ransomware.,https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide,Defender ; Ransomware,,,-> Enable : Enable the ASR rule -> AuditMode : Evaluate how the ASR rule would impact your org if enabled -> Warn : Enable the ASR rule but Allow the end user to bypass the block -> Disabled : Disable the rule,Add-MpPreference -AttackSurfaceReductionRules_Ids <Rule ID> -AttackSurfaceReductionRules_Actions Block Enabled,String : Enabled ; AuditMode ; Warn ; Disabled,Windows 10 ; Windows Server,
1925,Microsoft Defender Exploit Guard,ASR: Block credential stealing from the Windows local security authority subsystem (lsass.exe),MpPreferenceAsr,9e6c4e1f-7d60-472f-ba1a-a39ef669e4b2,,,,,,0,1,=,Medium,,0,Basic,"This rule helps prevent credential stealing by locking down Local Security Authority Subsystem Service (LSASS). LSASS authenticates users who sign in on a Windows computer. <br/>Microsoft Defender Credential Guard in Windows 10 normally prevents attempts to extract credentials from LSASS. <br/>However, some organizations can't enable Credential Guard on all of their computers because of compatibility issues with custom smartcard drivers or other programs that load into the Local Security Authority (LSA). In these cases, attackers can use hack tools like Mimikatz to scrape cleartext passwords and NTLM hashes from LSASS.",https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide,Defender ; Credential,,,-> Enable : Enable the ASR rule -> AuditMode : Evaluate how the ASR rule would impact your org if enabled -> Warn : Enable the ASR rule but Allow the end user to bypass the block -> Disabled : Disable the rule,Add-MpPreference -AttackSurfaceReductionRules_Ids <Rule ID> -AttackSurfaceReductionRules_Actions Block Enabled,String : Enabled ; AuditMode ; Warn ; Disabled,Windows 10 ; Windows Server,
1926,Microsoft Defender Exploit Guard,ASR: Block process creations originating from PSExec and WMI commands,MpPreferenceAsr,d1e49aac-8f56-4280-b9ba-993a6d77406c,,,,,,0,1,=,Medium,,1,Basic,"This rule blocks processes created through PsExec and WMI from running. Both PsExec and WMI can remotely execute code, so there is a risk of malware abusing this functionality for command and control purposes, or to spread an infection throughout an organization's network.",https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide,Defender ; WMI ; PSExec,,,-> Enable : Enable the ASR rule -> AuditMode : Evaluate how the ASR rule would impact your org if enabled -> Warn : Enable the ASR rule but Allow the end user to bypass the block -> Disabled : Disable the rule,Add-MpPreference -AttackSurfaceReductionRules_Ids <Rule ID> -AttackSurfaceReductionRules_Actions Block Enabled,String : Enabled ; AuditMode ; Warn ; Disabled,At least Windows 10 1803 ; Windows Server,
1927,Microsoft Defender Exploit Guard,ASR: Block untrusted and unsigned processes that run from USB,MpPreferenceAsr,b2b3f03d-6a65-4f7b-a9c7-1c7ef74a9ba4,,,,,,0,1,=,Medium,,0,Basic,"With this rule, admins can prevent unsigned or untrusted executable files from running from USB removable drives, including SD cards. Blocked file types include executable files (such as .exe, .dll, or .scr)",https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide,Defender ; USB ; Process,,,-> Enable : Enable the ASR rule -> AuditMode : Evaluate how the ASR rule would impact your org if enabled -> Warn : Enable the ASR rule but Allow the end user to bypass the block -> Disabled : Disable the rule,Add-MpPreference -AttackSurfaceReductionRules_Ids <Rule ID> -AttackSurfaceReductionRules_Actions Block Enabled,String : Enabled ; AuditMode ; Warn ; Disabled,Windows 10 ; Windows Server,
1928,Microsoft Defender Exploit Guard,ASR: Block Office communication applications from creating child processes,MpPreferenceAsr,26190899-1602-49e8-8b27-eb1d0a1ce869,,,,,,0,1,=,Medium,,1,Basic,"This rule prevents Outlook from creating child processes, while still allowing legitimate Outlook functions. <br/>This rule protects against social engineering attacks and prevents exploiting code from abusing vulnerabilities in Outlook. It also protects against Outlook rules and forms exploits that attackers can use when a user's credentials are compromised.",https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide,Defender ; Office,,,-> Enable : Enable the ASR rule -> AuditMode : Evaluate how the ASR rule would impact your org if enabled -> Warn : Enable the ASR rule but Allow the end user to bypass the block -> Disabled : Disable the rule,Add-MpPreference -AttackSurfaceReductionRules_Ids <Rule ID> -AttackSurfaceReductionRules_Actions Block Enabled,String : Enabled ; AuditMode ; Warn ; Disabled,Windows 10 ; Windows Server,
1929,Microsoft Defender Exploit Guard,ASR: Block Adobe Reader from creating child processes,MpPreferenceAsr,7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c,,,,,,0,1,=,Medium,,0,Basic,"This rule prevents attacks by blocking Adobe Reader from creating processes.  Through social engineering or exploits, malware can download and launch payloads, and break out of Adobe Reader. By blocking child processes from being generated by Adobe Reader, malware attempting to use it as a vector are prevented from spreading.",https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide,Defender ; Adobe ; Process,,,-> Enable : Enable the ASR rule -> AuditMode : Evaluate how the ASR rule would impact your org if enabled -> Warn : Enable the ASR rule but Allow the end user to bypass the block -> Disabled : Disable the rule,Add-MpPreference -AttackSurfaceReductionRules_Ids <Rule ID> -AttackSurfaceReductionRules_Actions Block Enabled,String : Enabled ; AuditMode ; Warn ; Disabled,Windows 10 ; Windows Server,
